SQ_CANDIDATO;SG_UF;estrato_final;cluster_final_codigo;perfil_patrimonial_final
190001596748;RJ;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
190001596750;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001596751;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001596752;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001596753;RJ;Baixo patrimônio;baixo_k8_c7;Baixo patrimônio - dinheiro espécie outros ativos
190001596754;RJ;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
190001596756;RJ;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
190001596757;RJ;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
190001596759;RJ;Alto patrimônio;alto_k9_c0;Alto patrimônio - veicular imobiliário
190001596761;RJ;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
190001596762;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001596763;RJ;Ultra-alto patrimônio;ultra_k7_c2;Ultra alto patrimônio - imobiliário financeiro com societário
190001596764;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001596765;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001596766;RJ;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
190001596769;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001596770;RJ;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
190001596771;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001596772;RJ;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
190001596773;RJ;Ultra-alto patrimônio;ultra_k7_c2;Ultra alto patrimônio - imobiliário financeiro com societário
190001596774;RJ;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
190001596775;RJ;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
190001596776;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001596777;RJ;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
190001596778;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001596779;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001596781;RJ;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
190001596782;RJ;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
190001596784;RJ;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
190001596785;RJ;Alto patrimônio;alto_k9_c0;Alto patrimônio - veicular imobiliário
190001596786;RJ;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
190001596787;RJ;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
190001596788;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001596789;RJ;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
190001596790;RJ;Ultra-alto patrimônio;ultra_k7_c1;Ultra alto patrimônio - rural agropecuário imobiliário
190001596791;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001596792;RJ;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
190001596793;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001596794;RJ;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
190001596795;RJ;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
190001596796;RJ;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
190001596797;RJ;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
190001596798;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001596799;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001596800;RJ;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
190001596801;RJ;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
190001596802;RJ;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
190001596803;RJ;Ultra-alto patrimônio;ultra_k7_c0;Ultra alto patrimônio - imobiliário financeiro com rural agropecuário
190001596804;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001596805;RJ;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
190001596806;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001596808;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001598379;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001598381;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001598382;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001598383;RJ;Ultra-alto patrimônio;ultra_k7_c2;Ultra alto patrimônio - imobiliário financeiro com societário
190001598385;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001598386;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001598387;RJ;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
190001598389;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001598390;RJ;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
190001598391;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001598393;RJ;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
190001598394;RJ;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
190001598395;RJ;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
190001598396;RJ;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
190001598399;RJ;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
190001598400;RJ;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
190001598401;RJ;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
190001598402;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001598403;RJ;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
190001598404;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001598406;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001598408;RJ;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
190001598409;RJ;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
190001598410;RJ;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
190001598411;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001598412;RJ;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
190001598413;RJ;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
190001598414;RJ;Alto patrimônio;alto_k9_c7;Alto patrimônio - imobiliário societário
190001598417;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001598418;RJ;Baixo patrimônio;baixo_k8_c4;Baixo patrimônio - rural agropecuário veicular
190001598419;RJ;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
190001600398;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001600399;RJ;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
190001600402;RJ;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
190001600404;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001600405;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001600407;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001600408;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001600409;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001600413;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001600415;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001600416;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001600417;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001600421;RJ;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
190001600423;RJ;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
190001600425;RJ;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
190001600426;RJ;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
190001600427;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001600429;RJ;Ultra-alto patrimônio;ultra_k7_c2;Ultra alto patrimônio - imobiliário financeiro com societário
190001600430;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001600431;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001600432;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001600434;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001600435;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001600437;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001600438;RJ;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
190001600441;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001600444;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001600445;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001600446;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001600447;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001600448;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001600450;RJ;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
190001600451;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001600453;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001600456;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001600457;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001600458;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001600459;RJ;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
190001600463;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001600464;RJ;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
190001600465;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001600466;RJ;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
190001600468;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001600469;RJ;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
190001600470;RJ;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
190001600471;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001600472;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001600473;RJ;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
190001600474;RJ;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
190001600475;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001600476;RJ;Alto patrimônio;alto_k9_c0;Alto patrimônio - veicular imobiliário
190001600478;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001600480;RJ;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
190001600481;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001600482;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001600483;RJ;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
190001600484;RJ;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
190001600485;RJ;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
190001600487;RJ;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
190001600488;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001600489;RJ;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
190001600490;RJ;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
190001600491;RJ;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
190001600492;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001601341;RJ;Patrimônio intermediário;intermediario_k10_c9;Patrimônio intermediário - rural agropecuário concentrado
190001601342;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001601343;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001601344;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001601345;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001601346;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001601348;RJ;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
190001601350;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001601354;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001601355;RJ;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
190001601356;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001601357;RJ;Alto patrimônio;alto_k9_c0;Alto patrimônio - veicular imobiliário
190001601358;RJ;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
190001601359;RJ;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
190001601361;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001601362;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001601364;RJ;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
190001601366;RJ;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
190001601367;RJ;Ultra-alto patrimônio;ultra_k7_c3;Ultra alto patrimônio - créditos direitos misto
190001601369;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001601377;RJ;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
190001601381;RJ;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
190001601382;RJ;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
190001601388;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001601393;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001601394;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001601395;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001601400;RJ;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
190001601402;RJ;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
190001601405;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001601406;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001601407;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001601408;RJ;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
190001601410;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001601682;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001601683;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001601684;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001601687;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001601688;RJ;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
190001601691;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001601694;RJ;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
190001601695;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001601697;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001601698;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001601701;RJ;Baixo patrimônio;baixo_k8_c7;Baixo patrimônio - dinheiro espécie outros ativos
190001601704;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001601706;RJ;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
190001601708;RJ;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
190001601712;RJ;Baixo patrimônio;baixo_k8_c5;Baixo patrimônio - créditos direitos financeiro
190001601713;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001601715;RJ;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
190001601720;RJ;Ultra-alto patrimônio;ultra_k7_c0;Ultra alto patrimônio - imobiliário financeiro com rural agropecuário
190001601721;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001601722;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001601723;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001603050;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001603051;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001603052;RJ;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
190001603054;RJ;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
190001603060;RJ;Baixo patrimônio;baixo_k8_c7;Baixo patrimônio - dinheiro espécie outros ativos
190001603072;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001603073;RJ;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
190001603074;RJ;Alto patrimônio;alto_k9_c7;Alto patrimônio - imobiliário societário
190001603077;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001603083;RJ;Baixo patrimônio;baixo_k8_c7;Baixo patrimônio - dinheiro espécie outros ativos
190001603084;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001603085;RJ;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
190001603087;RJ;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
190001603092;RJ;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
190001603213;RJ;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
190001603214;RJ;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
190001603220;RJ;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
190001603221;RJ;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
190001603223;RJ;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
190001603224;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001603225;RJ;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
190001603228;RJ;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
190001603234;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001603235;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001603238;RJ;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
190001603240;RJ;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
190001603242;RJ;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
190001603245;RJ;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
190001603246;RJ;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
190001603251;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001603253;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001603260;RJ;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
190001603263;RJ;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
190001603267;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001603269;RJ;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
190001603272;RJ;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
190001603278;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001603279;RJ;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
190001603281;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001603393;RJ;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
190001603394;RJ;Ultra-alto patrimônio;ultra_k7_c2;Ultra alto patrimônio - imobiliário financeiro com societário
190001603395;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001603396;RJ;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
190001603397;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001603398;RJ;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
190001603399;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001603400;RJ;Ultra-alto patrimônio;ultra_k7_c0;Ultra alto patrimônio - imobiliário financeiro com rural agropecuário
190001603404;RJ;Alto patrimônio;alto_k9_c8;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais diversificado
190001603405;RJ;Ultra-alto patrimônio;ultra_k7_c0;Ultra alto patrimônio - imobiliário financeiro com rural agropecuário
190001603406;RJ;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
190001603407;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001603408;RJ;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
190001603410;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001603411;RJ;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
190001603412;RJ;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
190001603413;RJ;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
190001603416;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001603417;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001603418;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001603419;RJ;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
190001603420;RJ;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
190001603421;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001603423;RJ;Ultra-alto patrimônio;ultra_k7_c0;Ultra alto patrimônio - imobiliário financeiro com rural agropecuário
190001603424;RJ;Ultra-alto patrimônio;ultra_k7_c0;Ultra alto patrimônio - imobiliário financeiro com rural agropecuário
190001603425;RJ;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
190001603426;RJ;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
190001603427;RJ;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
190001603428;RJ;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
190001603431;RJ;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
190001603432;RJ;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
190001603435;RJ;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
190001603437;RJ;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
190001603438;RJ;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
190001603439;RJ;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
190001605567;RJ;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
